iter	Logloss
288	0.382543714
289	0.3821444069
290	0.3820301073
291	0.3819360949
292	0.3815673362
293	0.3814627334
294	0.3813047683
295	0.3810677381
296	0.3809466348
297	0.3808838966
298	0.3807942722
299	0.3806791281
300	0.380550249
301	0.3804315208
302	0.3803514852
303	0.3802181735
304	0.380090131
305	0.3799953259
306	0.3798775301
307	0.379738888
308	0.379646081
309	0.3794780801
310	0.3793726507
311	0.3790829298
312	0.3789465667
313	0.3788170345
314	0.3787116532
315	0.3786387013
316	0.3784813473
317	0.3784680644
318	0.3783699438
319	0.3782552431
320	0.3781114907
321	0.3779066089
322	0.3778055728
323	0.3776320213
324	0.3775009849
325	0.3772631076
326	0.3771745658
327	0.3770561496
328	0.3768441353
329	0.3768200299
330	0.3767280041
331	0.3766430914
332	0.3765215032
333	0.3764380801
334	0.3762796081
335	0.3760592432
336	0.3759319973
337	0.375695108
338	0.3755913146
339	0.3754727994
340	0.3753578782
341	0.3752354881
342	0.3751400345
343	0.374958772
344	0.3748739101
345	0.3747737722
346	0.3746782696
347	0.3745657384
348	0.3743767258
349	0.3742549489
350	0.3741297426
351	0.3740587893
352	0.3739186331
353	0.3736528734
354	0.3735419338
355	0.3734288042
356	0.3733475824
357	0.373204117
358	0.3731000044
359	0.3730170526
360	0.3729007798
361	0.3727779001
362	0.3726485696
363	0.3725176228
364	0.372410864
365	0.3723222724
366	0.3722570265
367	0.3721669713
368	0.3720424349
369	0.3717233956
370	0.3716029567
371	0.371530151
372	0.3713271978
373	0.3711881989
374	0.3710803864
375	0.3709897297
376	0.3708420724
377	0.3707015821
378	0.3705972628
379	0.3704539741
380	0.3703813872
381	0.3702707417
382	0.3701231127
383	0.3700485724
384	0.3699746124
385	0.3697767094
386	0.3697314646
387	0.3696271498
388	0.3694061486
389	0.3691751565
390	0.3689927796
391	0.3689056705
392	0.3687147503
393	0.368592877
394	0.3683706819
395	0.3682389865
396	0.3681220193
397	0.3680694015
398	0.3679537365
399	0.36768759
400	0.3676029328
401	0.3675338762
402	0.3674127277
403	0.36733062
404	0.3671366941
405	0.3670548874
406	0.3669582351
407	0.3668749268
408	0.3668081049
409	0.3667133798
410	0.3666095587
411	0.3665272616
412	0.3663516648
413	0.3662302588
414	0.366156901
415	0.3660428358
416	0.3659228612
417	0.3658258103
418	0.3657070894
419	0.3655430178
420	0.3654264067
421	0.3653039401
422	0.3652235881
423	0.3651152243
424	0.3649421077
425	0.3647804261
426	0.3646433665
427	0.364504697
428	0.3644022737
429	0.3642070271
430	0.3640721758
431	0.3639189072
432	0.3638110692
433	0.3637186304
434	0.3635958679
435	0.3635223881
436	0.3634449968
437	0.3632876855
438	0.3631675399
439	0.363078466
440	0.3629556897
441	0.3628860133
442	0.3627478227
443	0.3626321831
444	0.3625481995
445	0.3622841483
446	0.362068617
447	0.3619374532
448	0.3618368566
449	0.3617269834
450	0.3616499874
451	0.3614675049
452	0.3613400216
453	0.361161601
454	0.3610480982
455	0.3608136255
456	0.3607355143
457	0.3606120067
458	0.3605504663
459	0.3604669396
460	0.360369445
461	0.3602446639
462	0.3600725568
463	0.3599592755
464	0.3598935298
465	0.3597530021
466	0.3596774651
467	0.3595299029
468	0.3593791272
469	0.3593085602
470	0.3591717952
471	0.3589835213
472	0.3587845763
473	0.3586960546
474	0.3585175165
475	0.3583357024
476	0.3582776689
477	0.3581116992
478	0.3579559702
479	0.3578090815
480	0.3577105876
481	0.3575884295
482	0.3575159004
483	0.3573969411
484	0.3572850282
485	0.3571409607
486	0.357006466
487	0.3569069408
488	0.3568154202
489	0.3566920407
490	0.3565847724
491	0.3564845645
492	0.3564042157
493	0.3562234798
494	0.3560762792
495	0.3559542061
496	0.3558089685
497	0.3556668422
498	0.3555436471
499	0.3553616075
500	0.3551843812
501	0.3551105108
502	0.3550134787
503	0.3548765922
504	0.3547781419
505	0.3546336467
506	0.354558894
507	0.3543799287
508	0.3542152987
509	0.3539106107
510	0.3537928095
511	0.3537131808
512	0.3535466643
513	0.3534579909
514	0.3533737936
515	0.3530863456
516	0.352949477
517	0.3527768156
518	0.3527163516
519	0.3525860981
520	0.3524852277
521	0.3524009098
522	0.3523079593
523	0.3522264207
524	0.3518684732
525	0.3517916512
526	0.3516171483
527	0.3515129891
528	0.3513739638
529	0.351304419
530	0.3512318758
531	0.3511441181
532	0.351073782
533	0.3510102229
534	0.350837299
535	0.3505610178
536	0.3504826828
537	0.3503872063
538	0.3502083893
539	0.3500726721
540	0.3499501669
541	0.3498024576
542	0.3496857101
543	0.3495097617
544	0.3493647256
545	0.3492012236
546	0.3490769309
547	0.3489534719
548	0.3488497833
549	0.3487515037
550	0.348616053
551	0.3485182254
552	0.3483729536
553	0.3482097229
554	0.3481205519
555	0.3480051985
556	0.3478956722
557	0.3477204114
558	0.3475740222
559	0.3474398699
560	0.3473036508
561	0.3471641715
562	0.3470385579
563	0.3469038829
564	0.3467508378
565	0.3466619684
566	0.3465261495
567	0.3464173929
568	0.3462441788
569	0.3461429289
570	0.3460072987
571	0.3458842897
572	0.3457366311
573	0.3456775867
574	0.3455476277
575	0.3454581048
576	0.3453889442
577	0.3453217249
578	0.3451147219
579	0.3450381868
580	0.3449607072
581	0.344904957
582	0.3447892945
583	0.3446853909
584	0.3445558629
585	0.3444542395
586	0.3443745307
587	0.3442894854
588	0.3441437554
589	0.343923931
590	0.3437985028
591	0.3436734689
592	0.3436046578
593	0.343492109
594	0.3433785931
595	0.3433028143
596	0.3431773034
597	0.3430852361
598	0.3428391789
599	0.3427070325
600	0.3425773183
601	0.3424917369
602	0.3423583178
603	0.3422207001
604	0.3421397837
605	0.3420386923
606	0.3419061412
607	0.3418066812
608	0.3416798562
609	0.3415591896
610	0.3414239643
611	0.3413218506
612	0.3412128932
613	0.3411384813
614	0.3410043381
615	0.3408872976
616	0.340806151
617	0.3407376139
618	0.3405818577
619	0.3404940564
620	0.3404287744
621	0.3402892873
622	0.3401387401
623	0.3399740432
624	0.3399131209
625	0.3398130833
626	0.3396744162
627	0.33960625
628	0.3395055803
629	0.3394596662
630	0.3394009951
631	0.3392762062
632	0.3391890944
633	0.3390303126
634	0.3387758541
635	0.338716455
636	0.3384977296
637	0.3383978738
638	0.3383280076
639	0.3382097347
640	0.3380915517
641	0.3378991356
642	0.3378358394
643	0.3377628058
644	0.337699344
645	0.3376539427
646	0.337557027
647	0.3374526682
648	0.3373473403
649	0.3372665468
650	0.3371926623
651	0.3370956701
652	0.3369143731
653	0.3368388637
654	0.3367316196
655	0.3366380808
656	0.3365320318
657	0.3364269171
658	0.3363079443
659	0.3362334592
660	0.3361787488
661	0.3361129135
662	0.3360123618
663	0.3359660973
664	0.3359033527
665	0.3358614524
666	0.3357705383
667	0.3356068588
668	0.335514693
669	0.3353646264
670	0.335248071
671	0.3351680213
672	0.3350653435
673	0.3349342433
674	0.3347850204
675	0.3346965802
676	0.3345888434
677	0.3343882976
678	0.3343055034
679	0.3341472872
680	0.3339932947
681	0.3338607719
682	0.3337617132
683	0.3337143567
684	0.3335614433
685	0.3334432981
686	0.3333221771
687	0.3332553911
688	0.3330927895
689	0.3330037836
690	0.332917764
691	0.3328030492
692	0.332717326
693	0.332665316
694	0.332551565
695	0.3324287794
696	0.3323420479
697	0.3322948568
698	0.3322061603
699	0.3321399987
700	0.3320600372
701	0.3319887005
702	0.3318870827
703	0.3317532147
704	0.3316672928
705	0.3315978307
706	0.3315114384
707	0.3313897091
708	0.3312329783
709	0.3311529037
710	0.3310656007
711	0.330960273
712	0.3308772507
713	0.3307922329
714	0.3306423664
715	0.330566438
716	0.3304808411
717	0.3303858229
718	0.3302166236
719	0.330131765
720	0.3300692932
721	0.3299078684
722	0.3297648559
723	0.3296879601
724	0.3295902591
725	0.3295248484
726	0.3294340394
727	0.3293352533
728	0.3292305857
729	0.3290880158
730	0.3290144625
731	0.3288572886
732	0.3287835686
733	0.3287109714
734	0.3286300939
735	0.3284836812
736	0.3284117347
737	0.3283512399
738	0.3282841736
739	0.3281221923
740	0.3280630613
741	0.3279844305
742	0.3279285662
743	0.3277545329
744	0.3276417986
745	0.327528718
746	0.3274732509
747	0.3273767604
748	0.3272819335
749	0.3272001881
750	0.3271566423
751	0.3270042162
752	0.3269080376
753	0.3267450363
754	0.3266571572
755	0.3265093212
756	0.3264398291
757	0.3263346402
758	0.3262397268
759	0.3260952776
760	0.3260204175
761	0.32594039
762	0.3258746299
763	0.3257908914
764	0.3256638354
765	0.3255748665
766	0.3254558755
767	0.3253378958
768	0.325201169
769	0.3251454031
770	0.3250546795
771	0.3249634667
772	0.3249117806
773	0.3248084502
774	0.3247240205
775	0.3246744339
776	0.3245611287
777	0.3245208286
778	0.3244603139
779	0.3243236423
780	0.3242539381
781	0.324190672
782	0.3240588154
783	0.3239571666
784	0.3238661451
785	0.3237407333
786	0.3236550454
787	0.3235142478
788	0.3234039682
789	0.3232921098
790	0.3231898622
791	0.3231144323
792	0.3230680986
793	0.3230298462
794	0.3229111407
795	0.3228548626
796	0.3227866906
797	0.322666002
798	0.3225303797
799	0.3224125905
800	0.3223509516
801	0.322317167
802	0.3222687032
803	0.3221489642
804	0.322084187
805	0.3220471745
806	0.3219212286
807	0.3217935888
808	0.3216716077
809	0.3215701032
810	0.3214447686
811	0.321264348
812	0.321127564
813	0.3210349657
814	0.3209501703
815	0.3208805064
816	0.3207537468
817	0.3205818892
818	0.3205533136
819	0.3204596276
820	0.3203827136
821	0.3202901234
822	0.3202228574
823	0.3201116059
824	0.320036473
825	0.3199528952
826	0.3198050622
827	0.3197016683
828	0.3196170033
829	0.3195618118
830	0.3194238034
831	0.3193802742
832	0.3193199404
833	0.3192141721
834	0.3191417235
835	0.3190144023
836	0.3189348595
837	0.3188751812
838	0.3187810097
839	0.318653257
840	0.3185244334
841	0.3184677056
842	0.3184251596
843	0.3183524026
844	0.3182559973
845	0.3181008888
846	0.3180024878
847	0.3178867861
848	0.3178130756
849	0.3177071663
850	0.3176338875
851	0.3175472028
852	0.3174541154
853	0.3173369774
854	0.317249452
855	0.3172000654
856	0.317147603
857	0.3170907296
858	0.3169896509
859	0.3169153405
860	0.3168507611
861	0.3167790101
862	0.3166986827
863	0.3166000377
864	0.3164303621
865	0.3163766852
866	0.3162486189
867	0.3161872478
868	0.3161200807
869	0.3160127383
870	0.3159684276
871	0.3158715434
872	0.3157966429
873	0.3157622101
874	0.3156959591
875	0.3156617212
876	0.3155753538
877	0.3155256015
878	0.3154535714
879	0.3153620168
880	0.3153235785
881	0.315223649
882	0.3151077439
883	0.3150221037
884	0.3149607217
885	0.3148876985
886	0.3148358274
887	0.3147572626
888	0.3146661852
889	0.3144632638
890	0.3142792843
891	0.3141565169
892	0.3141064448
893	0.3140626032
894	0.3140311779
895	0.3139711316
896	0.3138664866
897	0.3137718246
898	0.3137327008
899	0.3136259535
900	0.3135268873
901	0.3134526652
902	0.3133758482
903	0.3132582551
904	0.3131865135
905	0.3131262652
906	0.3130301857
907	0.3129446163
908	0.3128764782
909	0.3127959474
910	0.3127474534
911	0.3126647167
912	0.3126023038
913	0.3125608789
914	0.3123653665
915	0.3123395877
916	0.3123147206
917	0.3122405175
918	0.3121915948
919	0.3121081855
920	0.3120420966
921	0.3119700781
922	0.311869188
923	0.311805333
924	0.3117236626
925	0.311629873
926	0.3115615204
927	0.3115058247
928	0.311402669
929	0.3113537939
930	0.3112841332
931	0.311180413
932	0.3110927941
933	0.3110427212
934	0.3109153521
935	0.3108689425
936	0.3108039381
937	0.3106523026
938	0.3105626377
939	0.3104859132
940	0.3103692688
941	0.3102833361
942	0.3102099692
943	0.3100985707
944	0.3100406656
945	0.3099373987
946	0.3098641361
947	0.3097574751
948	0.3096787028
949	0.3095745881
950	0.3095014539
951	0.3094334599
952	0.309383435
953	0.3093263052
954	0.3092578011
955	0.3092142998
956	0.30906315
957	0.3090018457
958	0.3089200925
959	0.308855468
960	0.3087476972
961	0.308692182
962	0.3086366467
963	0.3085459877
964	0.3084571047
965	0.3083998164
966	0.3083039251
967	0.3082425345
968	0.3081389099
969	0.308058594
970	0.307980865
971	0.307876853
972	0.3077929633
973	0.3077491188
974	0.3076509
975	0.3075506317
976	0.3074801933
977	0.3074107309
978	0.307346903
979	0.307276693
980	0.307193353
981	0.3071407877
982	0.3070922375
983	0.3069787806
984	0.306929653
985	0.3068479908
986	0.3067878424
987	0.3066975001
988	0.3066541917
989	0.3065985395
990	0.306550022
991	0.3064960995
992	0.3064010135
993	0.3063334409
994	0.3062493086
995	0.3061525326
996	0.3061085673
997	0.3060223957
998	0.3058598663
999	0.3057766872
